Path,RGB_5,P-5,RGB_4,P-4,RGB_3,P-3,RGB_2,P-2,RGB_1,P-1
E:/Organized Photos/2003/2003-05-03 18-04-29.jpg,"[243.6551000327976, 243.814430960971, 242.7828796326665]",0.04465234,"[108.449951511574, 53.57414512796729, 25.222393220053128]",0.140112019,"[157.90406425416558, 122.77285745198132, 99.50264119241898]",0.232365437,"[23.614126622777324, 10.14467482926229, 7.118464283516891]",0.240589148,"[197.41839307530344, 178.51939556202515, 137.33938984343192]",0.342281056
E:/Organized Photos/2003/2003-05-03 18-12-35.jpg,"[46.84701425379388, 22.543496679089948, 18.217700692276917]",0.123944075,"[180.0166755778725, 163.7779017597696, 151.16251326994774]",0.1401877,"[104.896696503316, 54.55403438727547, 41.48046880030908]",0.16881287,"[149.82019099867932, 111.08830031494462, 90.44964136950107]",0.268030793,"[220.2018095980327, 211.00723191256859, 199.22261799554695]",0.299024561
E:/Organized Photos/2003/2003-05-03 18-13-55.jpg,"[151.5893192929668, 129.47563369687893, 116.97625799172637]",0.117503399,"[213.46302864436353, 211.7964734542597, 202.9470435188142]",0.143159684,"[193.5155979567531, 176.10216729765017, 157.04993475574915]",0.177706866,"[136.75676277021816, 94.09764653923465, 62.57342268944949]",0.254751403,"[69.9750321009829, 29.795263789389587, 19.45601218083203]",0.306878647
E:/Organized Photos/2003/2003-05-03 18-14-06.jpg,"[212.76908694297288, 211.15020255531314, 203.08631972577126]",0.142900353,"[43.81619937694704, 20.655055225148693, 13.867176437269901]",0.152198844,"[186.97661785545588, 166.07581483230996, 146.77468115257446]",0.175758778,"[104.31461340715838, 52.20130512161361, 30.247973106584933]",0.212745849,"[145.3341310995878, 106.96423347959048, 76.92142002393301]",0.316396176
E:/Organized Photos/2003/2003-05-03 18-36-39.jpg,"[110.79920079920082, 1.2657342657342658, 1.4325674325674325]",0.08198269,"[144.9961464354528, 104.60693641618495, 87.77263969171482]",0.097084377,"[110.36647347302718, 72.24743646901472, 53.89077128845296]",0.184834875,"[66.15077989601387, 30.33968804159445, 22.091854419410744]",0.231078076,"[17.302675258738528, 7.281585627807069, 6.327084553798086]",0.405019982
E:/Organized Photos/2003/2003-05-03 20-01-29.jpg,"[191.517880794702, 171.13841059602643, 157.58543046357613]",0.090206918,"[155.90097087378635, 128.41990291262132, 108.0616504854369]",0.124198499,"[164.21746502755406, 3.3425180161085204, 18.30436625688851]",0.142540026,"[106.25797821517295, 80.5874259506975, 56.97859736288935]",0.321169535,"[41.8224818077365, 32.58713136729223, 30.097089237839914]",0.321885022
E:/Organized Photos/2003/2003-05-03 20-02-08.jpg,"[162.50775740479548, 121.96191819464033, 103.73483779971791]",0.096889103,"[76.90966719492869, 42.04173269941891, 39.5620707871104]",0.119135072,"[200.34200385356453, 13.019267822736031, 31.47013487475915]",0.1435368,"[240.79668049792522, 201.84370677731667, 189.26002766251722]",0.152524559,"[26.425663716814164, 19.52330383480826, 15.99867256637168]",0.487914466
E:/Organized Photos/2003/2003-05-03 20-02-48.jpg,"[228.94734411974065, 201.95401989264883, 165.42124704207455]",0.057118865,"[89.62644089143163, 56.08294198010502, 42.136190923451366]",0.199106907,"[166.38362315582987, 136.5939096407701, 113.29986922228126]",0.217914404,"[132.01583283890608, 103.68293651553147, 80.47080326896203]",0.227558241,"[17.133193678501073, 11.885583482488089, 11.601569846173957]",0.298301583
E:/Organized Photos/2003/2003-05-03 20-03-04.jpg,"[185.23370429252785, 7.41335453100159, 22.883942766295707]",0.049600825,"[168.54588394062077, 144.09311740890686, 135.28744939271255]",0.11387327,"[112.88186114140312, 95.28716830243546, 77.46201381315885]",0.219244384,"[85.20447670901392, 54.9685420447671, 33.117362371445864]",0.283356167,"[19.924757281553394, 15.32645631067961, 15.374029126213593]",0.333925354
E:/Organized Photos/2003/2003-05-03 20-03-31.jpg,"[104.48806941431671, 67.56941431670282, 59.856832971800436]",0.061153231,"[173.16653816499615, 131.27139552814188, 135.48188126445646]",0.086680109,"[223.95087548638134, 195.41877431906616, 183.4455252918288]",0.146112554,"[51.98353614889048, 26.518611309949893, 16.630637079455973]",0.193340648,"[5.305765790560066, 3.8352827851933395, 3.7717077198293656]",0.512713458
E:/Organized Photos/2003/2003-05-03 20-38-25.jpg,"[130.33882820737767, 111.787519016074, 108.38213253700556]",0.102879565,"[180.988799542242, 44.95035884075249, 55.8716269273613]",0.135754005,"[206.17261895922735, 189.31687481128372, 184.4512654499736]",0.167204186,"[89.88763287489671, 65.86680327088378, 53.90670287440159]",0.217402198,"[40.48407370469793, 25.351120991516208, 23.274672577335878]",0.376760047
E:/Organized Photos/2003/2003-05-03 20-38-35.jpg,"[115.37762908564837, 103.36909217426857, 101.66491983991575]",0.136546723,"[179.73793299678206, 44.86997996532798, 55.92150544573459]",0.185778956,"[204.17573421867763, 185.02520757214307, 179.5772312962627]",0.196045551,"[77.55860823232376, 50.98213214679259, 46.18568200521679]",0.196252449,"[31.780193363608493, 23.95158029706945, 24.285756118251896]",0.28537632
E:/Organized Photos/2003/2003-05-04 10-36-39.jpg,"[77.44044521841282, 71.01773949897203, 56.320218412991295]",0.084538813,"[25.30983570438498, 18.695454887731774, 19.675215653682397]",0.155236436,"[125.23105940993314, 108.8622650492371, 87.66016245548757]",0.176474007,"[213.44187922569566, 209.4766650686862, 210.46884928834785]",0.258675476,"[152.71260311478918, 146.1644881100102, 134.5714648085847]",0.325075268
E:/Organized Photos/2003/2003-05-04 10-43-18.jpg,"[33.40171719059942, 93.9851336054254, 56.572192624440646]",0.106493937,"[206.26256581164023, 183.12878567351888, 166.1319808472945]",0.118445414,"[129.12459472988635, 100.16894290823343, 82.31809322201515]",0.20423775,"[157.2978200880926, 146.99925495182495, 131.8786131337352]",0.255403865,"[40.354561742693804, 19.24017474503964, 11.794604624482634]",0.315419033
E:/Organized Photos/2003/2003-05-04 10-43-24.jpg,"[188.58968609865468, 139.7354260089686, 93.9439461883408]",0.065521061,"[84.2617540687161, 51.741410488245926, 29.17766726943942]",0.180310258,"[102.75477301654645, 80.85405176071278, 57.57445905812473]",0.194566017,"[128.70753998476772, 102.38080731150038, 78.50837776085301]",0.219806183,"[11.771959057367294, 16.08402761247322, 10.097595810521305]",0.339796481
E:/Organized Photos/2003/2003-05-04 10-43-41.jpg,"[216.58601903664768, 187.65040846557469, 166.1651114103149]",0.127491548,"[104.16754844599336, 76.9436283663226, 58.25574712643679]",0.132491693,"[19.22772472269209, 26.180027536951773, 18.80434304251885]",0.160360564,"[173.31687704637304, 149.74285543691008, 126.68406487956607]",0.271564318,"[139.54271903626355, 114.39693293075848, 95.78652966916275]",0.308091876
E:/Organized Photos/2003/2003-05-04 10-43-53.jpg,"[67.96769204195715, 54.27407198040307, 42.70827052320835]",0.15900398,"[172.9380656493235, 162.31934389535903, 154.30886347474302]",0.159380321,"[141.1359294372639, 91.6287238852566, 71.69613957527446]",0.171575374,"[95.60435165396242, 87.628289678241, 75.68785654204557]",0.189147429,"[128.43043206539437, 128.49982171407493, 117.37568678422036]",0.320892897
E:/Organized Photos/2003/2003-05-04 10-44-14.jpg,"[190.63172043010752, 176.82616487455198, 167.72043010752688]",0.09299551,"[46.46501547987616, 35.92445820433436, 22.839628482972138]",0.142762163,"[130.28178694158075, 92.3302787323406, 76.77281405116457]",0.20812127,"[157.0346646571213, 126.0746043707611, 109.83082140165787]",0.211006982,"[76.78057889822595, 68.18697478991596, 54.67810457516342]",0.345114075
E:/Organized Photos/2003/2003-05-04 10-45-53.jpg,"[52.16202072058768, 28.788926599428432, 25.22642681390953]",0.054868051,"[82.05450200431703, 94.76378914024585, 70.1221357889718]",0.137337892,"[39.14669034689697, 123.69118273037606, 135.04412560853683]",0.183443679,"[136.99484046559232, 115.90515080983141, 89.82715008178036]",0.186526731,"[135.55973414530587, 146.21778948189117, 131.42874158646575]",0.437823648
E:/Organized Photos/2003/2003-05-04 10-46-11.jpg,"[28.12145937754984, 99.90898872662471, 119.86372038033078]",0.117731477,"[93.4100940702335, 83.2234724978735, 62.161324375227785]",0.189418384,"[71.74081574289484, 51.73974395638661, 35.81495966630338]",0.198018178,"[14.408835776788473, 11.799218510132032, 11.123165009978512]",0.204711987,"[121.19216579550823, 119.65403192024472, 105.63337140972934]",0.290119975
E:/Organized Photos/2003/2003-05-04 10-47-32.jpg,"[33.55929364607236, 40.73384606668367, 43.136377156454635]",0.10827439,"[86.50393355430108, 102.98142318604016, 87.83789980956821]",0.138099356,"[206.6741663634449, 195.3336859695703, 193.3134846300018]",0.172625874,"[153.75617101475774, 141.44600205954853, 139.22373866484554]",0.278774983,"[254.38231006283377, 254.2463406600983, 254.18242699830725]",0.302225398
E:/Organized Photos/2003/2003-05-04 10-47-46.jpg,"[95.10496929089892, 96.12171970965942, 99.41485203796762]",0.119411709,"[165.63032844164923, 143.99301187980433, 131.8972746331237]",0.173200072,"[31.371910439081127, 37.000581564408265, 28.12736260540855]",0.208007619,"[107.71149614961497, 80.81518151815183, 64.34680968096811]",0.215598499,"[252.9310567010309, 252.20403780068727, 251.28350515463916]",0.283782101
E:/Organized Photos/2003/2003-05-04 11-00-57.jpg,"[196.42632911392408, 190.69620253164567, 178.48708860759504]",0.106778324,"[162.81368821292784, 150.652566539924, 133.60313688212932]",0.112265362,"[58.98806207719856, 41.82968563469956, 27.777954635893355]",0.129975348,"[99.32797944105363, 85.27079987150655, 66.97687118535174]",0.305855526,"[123.80009038867132, 114.33037059355227, 96.77598674299485]",0.34512544
E:/Organized Photos/2003/2003-05-04 11-25-55.jpg,"[181.56985034173925, 162.48179354230498, 143.51349281168964]",0.111484525,"[215.99964545776857, 209.5477132026073, 201.2445523222516]",0.120198229,"[253.79524133694173, 253.62003752469803, 253.5208959436796]",0.1968641,"[69.74407976734535, 74.39519834825202, 59.265576412232]",0.255532756,"[133.47649430861114, 115.14892552702774, 98.22621611964678]",0.31592039
E:/Organized Photos/2003/2003-05-04 11-26-50.jpg,"[67.1054650047939, 70.79731543624162, 61.52464046021094]",0.139103363,"[238.65385258231663, 240.92211265251547, 241.58281798428882]",0.152555038,"[21.07820927723841, 26.259978425026983, 36.04490291262134]",0.194751734,"[93.07940652818992, 103.34919881305643, 90.55228486646884]",0.216661397,"[115.71169881243158, 130.29840815295205, 119.86237682135938]",0.296928468
E:/Organized Photos/2003/2003-05-04 11-27-29.jpg,"[177.99529571570545, 165.95878507613259, 159.719146237322]",0.103577229,"[244.78116869418452, 244.07435227033028, 246.99714251011653]",0.160354882,"[127.35609929451405, 115.10450668632171, 97.11438699940308]",0.235243658,"[86.0439382471569, 76.87297120758119, 58.10234217047348]",0.241745034,"[30.167900731824727, 22.3603855295255, 21.304887837769]",0.259079196
E:/Organized Photos/2003/2003-05-04 11-28-11.jpg,"[245.3765161981828, 245.07516950444165, 245.45125794667175]",0.12632843,"[31.370959835217025, 27.10847195323821, 29.77227792420766]",0.142951754,"[72.2381686927338, 81.67670030080419, 69.96295684798248]",0.199929588,"[165.32863519576935, 161.097624648834, 155.28590932964426]",0.237559047,"[124.22730693963572, 120.75217874518293, 108.80561738853774]",0.293231181
E:/Organized Photos/2003/2003-05-04 11-52-21.jpg,"[222.12171138317225, 157.44025136754354, 42.51644308413645]",0.031159079,"[184.55380242397106, 175.51349501914675, 168.52822044715802]",0.077163096,"[71.01117827555936, 61.29606918315205, 44.95753127832747]",0.208236988,"[147.47487521659323, 122.204907716313, 114.15275730381632]",0.236573121,"[107.33611306778145, 98.37704787657069, 87.49664841282481]",0.446867716
E:/Organized Photos/2003/2003-05-04 11-57-16.jpg,"[55.999105340906645, 136.52493602147183, 161.17592534798078]",0.112436872,"[131.1731922715461, 102.59878931947587, 73.37803361158703]",0.162015225,"[202.87858989363744, 181.81582704204317, 157.37796612349365]",0.181940381,"[27.89892157661698, 27.28630646782386, 29.59213864667376]",0.207457184,"[165.75179935575957, 161.84704074803065, 137.42501722699728]",0.336150338
E:/Organized Photos/2003/2003-05-04 12-20-23.jpg,"[40.3657937806874, 37.419803600654674, 27.543371522094926]",0.087407219,"[198.7295081967213, 185.99306431273644, 161.40605296343]",0.105761144,"[146.60819277108433, 110.19566265060239, 72.60819277108433]",0.129184438,"[96.58528528528528, 87.96276276276276, 68.97267267267267]",0.241323491,"[127.77902988731012, 126.83194512493877, 112.67711905928466]",0.436323708
E:/Organized Photos/2003/2003-05-04 12-22-22.jpg,"[29.859154929577464, 56.654929577464785, 39.54929577464789]",0.077164904,"[100.17705570291777, 88.49801061007958, 69.23607427055703]",0.125162212,"[215.17927046263347, 210.3959074733096, 201.61120996441284]",0.163446716,"[161.70887245841038, 155.33063770794826, 129.9290665434381]",0.315026935,"[133.48984411903638, 121.98535663675013, 105.17028814359944]",0.319199233
E:/Organized Photos/2003/2003-05-04 12-23-29.jpg,"[20.977535979309085, 21.626428943074586, 13.927420047383071]",0.128082277,"[129.26443733322247, 107.10582602361896, 85.37583323840208]",0.186115261,"[191.49455716091134, 176.73967278068108, 157.5218721180443]",0.19005354,"[144.3383550173821, 142.0823303723883, 124.40255412713256]",0.24786542,"[87.96287427629879, 77.57871370492273, 55.753107400940486]",0.247883501
E:/Organized Photos/2003/2003-05-04 12-23-36.jpg,"[28.765460695080442, 28.153681570296655, 18.275081232067166]",0.153110639,"[147.7050190789052, 123.67098633822256, 104.19967424027529]",0.159118406,"[208.84633077642945, 195.37690297023013, 176.61447378005474]",0.208478497,"[162.55979257719036, 158.66304960306047, 140.66514950230072]",0.229180873,"[104.19774011299415, 93.46368601758685, 73.33862371304927]",0.250111585
E:/Organized Photos/2003/2003-05-09 16-26-27.jpg,"[240.4036866359447, 234.48018433179726, 205.64055299539172]",0.096831503,"[102.69407665505227, 194.85574912891985, 217.26202090592335]",0.114609938,"[64.97139025480554, 54.78229772016094, 33.48725972284309]",0.184079868,"[193.4928639391056, 195.02061528702822, 118.08341262289882]",0.25000904,"[135.6793056190041, 133.92416628597533, 62.63819095477387]",0.354469651
E:/Organized Photos/2003/2003-05-09 16-27-01.jpg,"[227.19278350515467, 224.49072164948453, 200.5494845360825]",0.054041753,"[86.52439999999999, 179.89240000000007, 205.79920000000004]",0.127934789,"[187.44204970310093, 182.0534418297779, 111.82757862326808]",0.239484922,"[44.18931140801643, 40.96012332990748, 31.411716341212745]",0.249797752,"[129.06495284453908, 147.62199574079705, 49.50730149072102]",0.328740784
E:/Organized Photos/2003/2003-05-13.jpg,"[157.78138671616077, 116.81771178576167, 83.2852976269389]",0.161500485,"[29.058361527307866, 30.828902851619134, 42.241904301594964]",0.171176677,"[86.18076184702436, 81.07093058502576, 86.82449227038501]",0.209291865,"[141.95382949399493, 155.1157708210277, 178.79513683796017]",0.216626365,"[218.01798753339276, 216.3903829029386, 225.24327693677645]",0.241404607
E:/Organized Photos/2003/2003-05-13_001.jpg,"[176.85133339893756, 138.66705618972694, 136.5425605195831]",0.02954674,"[238.5060902342776, 217.75926953785083, 211.20118206049406]",0.059336535,"[74.0418423415438, 81.17899223882654, 102.38453983594295]",0.1252946,"[38.9504344458862, 41.10748261423884, 48.95395122702397]",0.160192416,"[8.182693352785066, 10.377562852551131, 15.854463976936888]",0.625629709
E:/Organized Photos/2003/2003-05-13_002.jpg,"[150.5092712618221, 66.01991713879082, 55.16181585182536]",0.07931056,"[142.25239514104553, 131.24206464366748, 130.54996824995473]",0.117702766,"[81.45820895043536, 78.81092890564935, 85.09510178678282]",0.14707291,"[38.18257213564572, 26.977269220568836, 36.16747978104413]",0.218702394,"[232.6178769200938, 226.6733095634459, 229.27334081276842]",0.43721137
E:/Organized Photos/2003/2003-05-13_003.jpg,"[161.4212548015365, 76.26376440460947, 64.34058898847634]",0.05875488,"[151.48271679805944, 144.51667677380232, 144.34020618556704]",0.128042648,"[87.49168646080759, 83.58764845605701, 88.38052256532067]",0.15271423,"[35.95239812477461, 30.46916696718355, 38.50883519653805]",0.209682908,"[234.5582944703531, 227.92088607594937, 229.2088607594937]",0.450805334
E:/Organized Photos/2003/2003-05-13_004.jpg,"[183.13197522947445, 178.4132303603121, 190.94013841259243]",0.065901706,"[146.13749342161802, 61.35804429019537, 56.4222209084773]",0.173575309,"[109.87396164732937, 113.08290173766983, 134.41573155582813]",0.216549934,"[69.9995794465918, 64.27333243168289, 81.83295532896506]",0.25986067,"[35.85153947110672, 23.498137793890077, 34.290369961979245]",0.284112381
E:/Organized Photos/2003/2003-05-13_005.jpg,"[204.81629834254142, 178.54834254143645, 158.81215469613255]",0.122188489,"[135.05760801502817, 126.95929868503444, 125.94051346274263]",0.130706647,"[191.4935456110155, 86.96084337349397, 71.66910499139414]",0.182236265,"[95.89803921568627, 43.355294117647055, 46.58509803921568]",0.204038259,"[25.820325017166397, 11.125658045319295, 18.902265964751656]",0.36083034
E:/Organized Photos/2003/2003-05-13_006.jpg,"[178.5937960076811, 154.1944722861667, 143.9052035260473]",0.109728571,"[222.72475702040774, 209.10823082164774, 207.99181221532874]",0.112114963,"[137.46494570394339, 95.17276223039984, 93.63233598379665]",0.162601187,"[60.04784080488202, 57.88124898578413, 70.00234165965362]",0.21417782,"[13.258686899812565, 11.881934137876991, 19.081476467349308]",0.40137746
E:/Organized Photos/2003/2003-05-14 08-20-10.jpg,"[242.29111418559387, 213.32271795441434, 170.62525372893117]",0.054645914,"[193.3686834573277, 114.27632915267606, 38.14502232869578]",0.114283449,"[104.87697540906086, 19.305637290844146, 7.551641246116336]",0.201043371,"[65.63381094690679, 64.66950978755908, 75.70784673703493]",0.298678183,"[32.49971886421146, 23.38305826125785, 24.528326911309843]",0.331349083
E:/Organized Photos/2003/2003-05-14 08-20-53.jpg,"[166.85045687541796, 120.60649283114176, 104.62432211574179]",0.059045514,"[125.04943586698337, 75.20178889548693, 50.73355849168644]",0.118493716,"[114.66725606815619, 6.034774687885117, 4.980174677168728]",0.163603762,"[67.4329969727548, 16.040040363269433, 5.803451059535822]",0.21512607,"[23.607003281257654, 20.11959449532299, 27.017895097703136]",0.443730938
E:/Organized Photos/2003/2003-05-14 08-30-07.jpg,"[218.5899934740048, 160.51003915597116, 124.2570045681966]",0.061616102,"[209.56008452355596, 207.79091371768294, 198.87407793948003]",0.105188496,"[128.43844166896366, 126.7549023720769, 156.98944611585878]",0.226229811,"[90.33878844406189, 92.97597694552047, 80.38768115942017]",0.287042605,"[149.0496311455501, 153.58595586418355, 122.61153385583304]",0.319922986
