Path,RGB_5,P-5,RGB_4,P-4,RGB_3,P-3,RGB_2,P-2,RGB_1,P-1
E:/Organized Photos/2003/2003-07-20 19-25-11.jpg,"[225.69641860501716, 228.43012113541803, 180.81444899499292]",0.066574402,"[173.83232134842856, 179.77803564911122, 130.85078330600362]",0.150602559,"[65.66263356732864, 50.67744355297676, 61.76529420603838]",0.216070152,"[137.04837709730856, 129.15991755643364, 109.49863377671332]",0.244421783,"[116.02321637318715, 90.96112261144543, 85.3664811148235]",0.322331104
E:/Organized Photos/2003/2003-07-20 19-25-45.jpg,"[242.91389661860154, 240.69338055485332, 231.90180453663854]",0.03531872,"[195.07666275913718, 201.79980898975148, 145.91259623053216]",0.179163154,"[63.01700109093188, 47.5987662715858, 57.77516460059787]",0.197585786,"[142.5685109849943, 145.12182768877184, 126.89547821137421]",0.27311566,"[113.39956689949997, 93.76481336312972, 93.96335318458566]",0.31481668
E:/Organized Photos/2003/2003-07-26 15-23-54.JPG,"[187.3434360633413, 36.838002680672425, 45.839792706300344]",0.048778403,"[45.24618709948086, 45.57201219963635, 41.390711247850874]",0.208937236,"[220.602764497462, 214.50949510304434, 213.16960638692905]",0.218293845,"[103.11413540562599, 102.1763438037594, 111.40413418391111]",0.261393552,"[164.67528754221908, 152.23083963685968, 143.1989494256343]",0.262596965
E:/Organized Photos/2003/2003-07-26 15-24-33.JPG,"[67.85444444444445, 64.39888888888888, 51.24222222222222]",0.075884518,"[27.585411471321695, 30.708229426433913, 17.11783042394015]",0.130840132,"[132.90696139887828, 127.21280105575717, 113.98317387000989]",0.250738476,"[190.38975155279505, 188.9201863354038, 189.91801242236022]",0.25819969,"[106.74214548542315, 101.42853099348994, 89.55392018114915]",0.284337185
E:/Organized Photos/2003/2003-07-26 16-04-16.JPG,"[236.93452380952382, 133.5107142857143, 38.45595238095239]",0.068330575,"[232.63662790697674, 218.95465116279073, 189.24651162790698]",0.138849972,"[115.74255691768828, 102.93099824868652, 96.02031523642731]",0.229830752,"[80.6372840976772, 54.152769505658135, 40.712924359737926]",0.27760644,"[37.613655761024184, 20.86543385490754, 15.584637268847796]",0.285382261
E:/Organized Photos/2003/2003-07-26 16-05-04.JPG,"[119.9108249880782, 34.57463042441583, 3.9022412970910825]",0.139588706,"[144.6503191132012, 119.24790057104467, 102.14276116896202]",0.186501934,"[36.43722943722944, 21.78687978687979, 22.207126207126212]",0.195660687,"[57.99502487562189, 64.26616915422885, 78.39856274184632]",0.233024873,"[99.84884038199182, 63.33342428376535, 49.124147339699874]",0.2452238
E:/Organized Photos/2003/2003-07-26 16-06-17.JPG,"[233.98595750445318, 232.55733422621802, 234.22015330704102]",0.143273077,"[61.418583336029194, 70.1762149688914, 111.31943195419458]",0.16878704,"[185.78752614436527, 165.26357910366738, 156.94860935928335]",0.182960143,"[154.0399765895231, 104.98711482801583, 77.18800081296826]",0.190905926,"[35.23882225022381, 23.453933319357937, 36.67611881160752]",0.314073813
E:/Organized Photos/2003/2003-07-26 16-07-56.JPG,"[203.72535211267606, 31.99530516431924, 46.80751173708919]",0.0699997,"[71.59803921568627, 71.77598039215687, 110.03823529411764]",0.168469074,"[37.71752002786486, 31.636363636363637, 51.14454893765239]",0.231896366,"[210.86394123283296, 197.84254231874803, 196.47109549664648]",0.254750628,"[166.88479670005893, 135.37242192103713, 127.34649381261049]",0.274884231
E:/Organized Photos/2003/2003-07-26 16-11-41.JPG,"[178.49135899068338, 128.18653742412374, 76.88566214528362]",0.095468461,"[72.68664241978841, 46.77860041828566, 67.4607393316439]",0.128499688,"[114.0745754017554, 110.55398709574018, 159.06966697391107]",0.144809438,"[193.25613828324586, 182.53606485851253, 174.14137563599138]",0.267502056,"[246.4863127288114, 246.38429523459908, 245.9314157769139]",0.363720358
E:/Organized Photos/2003/2003-07-26 16-14-49.JPG,"[219.09219363684937, 212.89794258357412, 222.57090068824007]",0.123256484,"[182.41179751821443, 17.506176417428584, 45.88741282276597]",0.132601728,"[159.6295044118378, 148.05216618508388, 150.09458236252598]",0.175209893,"[34.53385275148723, 31.514463017352973, 58.209593033910984]",0.260214935,"[136.14547064390226, 99.640153417714, 78.48943797833033]",0.308716958
E:/Organized Photos/2003/2003-07-26 16-15-38.JPG,"[168.3794627152689, 22.83586744944136, 10.02278945599233]",0.133299909,"[59.070263244121186, 48.25537128187039, 71.11066262912883]",0.144136311,"[224.07451864445707, 131.25818878319683, 73.90696781876383]",0.145142901,"[188.13026033233996, 157.44499750208573, 141.11388003211988]",0.199455868,"[136.57666417403854, 103.42682780448222, 90.36496142405402]",0.37796501
E:/Organized Photos/2003/2003-07-26 16-16-06.JPG,"[196.00003340561943, 11.425470671258095, 18.287110163381207]",0.08864137,"[238.734528899465, 183.89331507388874, 174.89045707389405]",0.107564068,"[57.36704380647229, 40.64702384203223, 54.195273767696534]",0.159833893,"[190.0716247125354, 127.74788940359296, 93.84989674812186]",0.278180379,"[132.7982627704023, 91.72468480340086, 72.91666504519837]",0.365780289
E:/Organized Photos/2003/2003-07-26 16-22-23.JPG,"[53.35805084745763, 29.704449152542374, 30.422669491525422]",0.076263958,"[190.55050973123264, 3.2446709916589436, 9.611677479147358]",0.088292409,"[63.96313993174061, 56.27098976109215, 102.38430034129694]",0.122526791,"[210.04619047619047, 149.23666666666668, 117.39714285714285]",0.203823698,"[157.5117910447762, 93.8464179104478, 68.37955223880599]",0.509093145
E:/Organized Photos/2003/2003-07-26 16-23-19.JPG,"[84.41879034998297, 42.63183826027863, 31.154774040095145]",0.119902993,"[28.366731940818095, 27.976718885987808, 70.70985639686685]",0.164644188,"[157.4506213753107, 108.16188898094451, 92.9332228666114]",0.220169351,"[39.081485459986204, 17.57768740888515, 14.37059771349651]",0.227650712,"[137.3304946419701, 81.35703640621675, 62.1024057909304]",0.267632755
E:/Organized Photos/2003/2003-07-26 17-07-57.JPG,"[63.35649546827795, 56.40785498489426, 43.77341389728096]",0.027502087,"[106.546783625731, 103.40155945419104, 100.21832358674465]",0.088231967,"[141.79963570127504, 133.92410443230116, 130.34972677595627]",0.13474509,"[167.63979622415343, 166.84267305963436, 166.61582259514532]",0.270933295,"[225.177232217925, 221.5755843282328, 217.15940810492685]",0.478587561
E:/Organized Photos/2003/2003-07-26 23-23-28.JPG,"[206.27347636034742, 184.7342611666577, 158.93337687785746]",0.03963024,"[166.97385227489644, 115.36123794283036, 86.64952358580601]",0.067713499,"[189.26488360110525, 51.41490233734594, 6.144667197526805]",0.083229497,"[74.12684666327047, 37.69366093237715, 24.309518398056355]",0.377794274,"[32.43233075882853, 12.939636786074068, 7.679088425619191]",0.431632489
E:/Organized Photos/2003/2003-07-26 23-23-50.JPG,"[249.42129113847784, 152.52735539429685, 61.14350666947695]",0.052160306,"[202.28412842330397, 73.3980331984937, 14.481959362068181]",0.064832437,"[195.05806721371445, 155.69094533752434, 136.07046912216003]",0.102782703,"[91.9660481145762, 35.63903446618084, 15.451434017849396]",0.275200905,"[40.93994236293915, 14.739341050328747, 7.220413676631435]",0.50502365
E:/Organized Photos/2003/2003-07-26 23-24-30.JPG,"[222.24650497775895, 204.79236390595239, 198.32628150815512]",0.058314013,"[169.16352677536514, 120.45770805965543, 93.45079978363326]",0.099767066,"[134.81757688874453, 43.48507963674725, 5.558372002095117]",0.211175393,"[40.54392038515495, 12.676024708055364, 6.077702191225003]",0.30579431,"[84.97548099932993, 21.732583516799057, 5.654494113142525]",0.324949218
E:/Organized Photos/2003/2003-07-27 07-27-05.JPG,"[240.71890798786654, 245.30586450960567, 246.0915065722952]",0.113298814,"[83.70529049010061, 65.07919506653681, 59.857513794222655]",0.175595792,"[108.28215883668904, 114.93260626398208, 115.09507829977626]",0.204615383,"[21.830753869196208, 24.330254618072892, 34.21717423864204]",0.227213929,"[154.64988462345292, 166.61422278162368, 166.57730228655342]",0.279276082
E:/Organized Photos/2003/2003-07-27 07-31-07.JPG,"[171.08991378130554, 170.3430956616944, 164.3789516901601]",0.099781531,"[35.07548115477146, 43.23767040898156, 32.242582197273435]",0.143689455,"[108.56603993927361, 119.682062361322, 59.81682821441081]",0.221726117,"[71.20008600565187, 93.34746283327185, 23.496559773928002]",0.229671899,"[211.80528682381797, 213.8670572739247, 218.95939501294455]",0.305130999
E:/Organized Photos/2003/2003-07-27 07-40-39.JPG,"[96.99053356282272, 90.05679862306368, 76.30636833046472]",0.099009993,"[57.965185185185184, 60.58, 41.37037037037036]",0.11757004,"[123.96885323265691, 115.05143935818782, 98.99292118924018]",0.177016176,"[33.26806722689074, 37.352100840336135, 28.615126050420166]",0.291985924,"[140.41057010031807, 138.31343283582086, 129.89723513579642]",0.314417867
E:/Organized Photos/2003/2003-07-27 07-42-42.JPG,"[184.3819095477387, 176.94346733668343, 160.96482412060303]",0.098988554,"[120.0060100166945, 112.49616026711188, 97.31686143572622]",0.186139799,"[228.47273893521486, 221.45894804361768, 209.19499679281589]",0.191446028,"[82.77672786177106, 72.29994600431966, 55.48488120950324]",0.219903562,"[37.4846231155779, 35.61929648241207, 28.662110552763814]",0.303522057
E:/Organized Photos/2003/2003-07-27 07-43-03.JPG,"[173.33372502937803, 166.83011394393915, 147.93432709700414]",0.083166472,"[227.81558783491877, 219.68639294418742, 205.93775218252503]",0.13494398,"[78.32307519447681, 68.79973559772604, 53.81566906206515]",0.232234738,"[116.33709271877736, 106.12335769920625, 89.4625752276357]",0.262552796,"[35.36308015287092, 33.39454358117851, 27.066122300642423]",0.287102013
E:/Organized Photos/2003/2003-07-27 07-43-23.JPG,"[168.09399407745363, 170.32141796122542, 165.15612331930984]",0.088214402,"[221.09197822985973, 220.57757602101114, 215.99526150493145]",0.138798312,"[104.42327130008668, 104.95718861127965, 100.28653445878994]",0.217814959,"[69.57168291137332, 68.07413470533231, 61.62641072452398]",0.227686616,"[30.014012353407608, 32.22281259129414, 29.872592441884716]",0.327485711
E:/Organized Photos/2003/2003-07-27 07-58-02.JPG,"[145.79972144846792, 144.58398328690805, 139.45668523676878]",0.125683975,"[182.27039063494072, 183.19277261738137, 183.10103066547907]",0.142334937,"[102.66120218579239, 93.39970033491984, 77.09853692931436]",0.206155101,"[35.54864555513163, 29.435787867226242, 25.814269362838612]",0.236961861,"[71.1099582437049, 61.28849803871948, 47.23415158800457]",0.288864127
E:/Organized Photos/2003/2003-07-27 08-01-16.JPG,"[123.01395939086294, 101.42639593908629, 88.8185279187817]",0.061992702,"[32.542782495101235, 33.53429131286741, 57.03592423252776]",0.125651429,"[47.67497886728657, 42.01901944209637, 31.911242603550296]",0.188287036,"[175.59960937499997, 171.333984375, 169.23214285714286]",0.291531576,"[22.823587957203287, 21.167952226922125, 17.66608609106743]",0.332537257
E:/Organized Photos/2003/2003-07-27 10-11-19.JPG,"[204.59325774734924, 215.3656536343037, 228.72851140224378]",0.112931772,"[56.69912280927475, 86.39557210384257, 26.585507440296244]",0.141157353,"[26.595852953686094, 36.36508230041014, 21.960400650266454]",0.215173339,"[62.99202127659567, 70.8667680519152, 72.5460997676628]",0.253905733,"[89.63516824867119, 105.33356027096114, 101.59223768371477]",0.276831802
E:/Organized Photos/2003/2003-07-27 10-11-45.JPG,"[119.79167260566852, 121.75481059152413, 104.66060522997661]",0.085896172,"[50.50399293825886, 62.859818745194936, 25.94475896113714]",0.164480685,"[90.38348654137295, 95.14360652443757, 81.87941414967726]",0.183835776,"[217.75863888156204, 218.41182983739927, 221.95540933529983]",0.273246359,"[87.26040800170703, 101.84350657583457, 29.550726542375738]",0.292541007
E:/Organized Photos/2003/2003-07-27 13-55-30.JPG,"[84.2315370394396, 82.95331960300977, 64.55392935910734]",0.079466861,"[121.24198074837305, 119.54298061279843, 116.50442312906746]",0.189313256,"[171.81917245783976, 175.55283526710315, 171.98989370599628]",0.21154631,"[44.56817626604143, 52.91309364783176, 20.303033925703367]",0.24699547,"[148.19588245686364, 147.90428832224254, 145.20861668924124]",0.272678102
E:/Organized Photos/2003/2003-07-27 15-37-24.JPG,"[171.80971957128145, 93.57671413889305, 13.927127685606576]",0.018036734,"[99.14682772450143, 83.85385433860355, 56.48603134762039]",0.129269676,"[161.10605357289154, 160.51455369576513, 146.4807429757258]",0.130214791,"[27.93039635071508, 23.861017845081573, 22.508888279804584]",0.180540919,"[128.11612013190359, 116.03739602499483, 95.00028306905428]",0.54193788
E:/Organized Photos/2003/2003-07-27 15-41-23.JPG,"[53.71978587890804, 48.348505632456266, 45.8159833358736]",0.111774078,"[96.81066676790472, 88.19024437253967, 79.56633219246092]",0.175533283,"[203.72340084285486, 203.7905554879601, 204.4029693497185]",0.184479714,"[134.47909413805698, 128.79995614017918, 119.78449751134691]",0.261380121,"[167.79000024783033, 165.24686351998804, 159.58953242093736]",0.266832804
E:/Organized Photos/2003/2003-07-27 15-48-22.JPG,"[44.55606758832565, 40.632872503840254, 37.79531490015361]",0.087613858,"[83.00427089688837, 75.59426479560706, 46.71527354077691]",0.152866805,"[174.36266827406072, 169.75366686759094, 164.91018685955402]",0.154186452,"[106.5141573645521, 105.54465014974134, 98.11965695616662]",0.232781298,"[135.04815126050423, 135.04991596638658, 128.58747899159667]",0.372551587
E:/Organized Photos/2003/2003-07-27 15-51-36.JPG,"[117.94432334721847, 113.8851528273095, 104.2799108515512]",0.136018761,"[185.57068468989328, 183.41985055456536, 175.49091398105273]",0.145365555,"[139.44991193591147, 146.5567251522393, 142.91026243614724]",0.155204924,"[43.383376322110635, 41.56421155796663, 38.763917537521934]",0.205241241,"[82.58525275260546, 78.49153941087582, 57.60275785636781]",0.35816952
E:/Organized Photos/2003/2003-07-27 16-01-54.JPG,"[136.99054466151526, 149.0726478592594, 159.7061464256208]",0.109226478,"[29.117901884105738, 34.6620859705055, 25.347331940801716]",0.122818152,"[95.60976396505026, 97.34900755528217, 68.34011792731606]",0.167995613,"[190.13941142167292, 200.14153535897267, 210.72308850518905]",0.16937312,"[63.115225441753026, 82.3263483360269, 28.049118037964472]",0.430586637
E:/Organized Photos/2003/2003-07-27 16-08-22.JPG,"[139.6928139588276, 125.90571669090075, 104.69809443636645]",0.155562151,"[32.40503561605191, 29.427745257070313, 24.862472670851268]",0.174237916,"[223.84618863049118, 221.76311369509045, 221.27978036175716]",0.193005377,"[71.8444084278768, 67.75716760744427, 36.12289722237745]",0.225781147,"[105.37614045470234, 96.50446318488926, 57.76751985007644]",0.25141341
E:/Organized Photos/2003/2003-07-27 16-10-25.JPG,"[237.4489091309777, 228.12529200029346, 218.0002644530963]",0.044475664,"[181.01048273932616, 141.2487967581318, 56.843847401391024]",0.146199601,"[86.76473895266543, 90.92963516276166, 46.94795565340458]",0.161841132,"[179.88352768019084, 176.84535407339942, 117.19575444836752]",0.300124655,"[141.93235909831762, 151.98248547661376, 84.3109457953002]",0.347358948
E:/Organized Photos/2003/2003-07-27 16-12-28.JPG,"[103.55017006802721, 127.69642857142854, 43.32482993197277]",0.112116065,"[215.16052631578947, 204.39473684210526, 163.08881578947367]",0.122669372,"[182.44063079777362, 176.57142857142853, 128.26066790352505]",0.181474668,"[151.01226309921964, 158.39018952062432, 93.98253437383873]",0.215061496,"[126.96354056902003, 149.13256059009484, 62.32834562697579]",0.3686784
E:/Organized Photos/2003/2003-07-27 16-12-51.JPG,"[143.9972715166997, 167.6978340625605, 79.82134413131527]",0.082532349,"[91.72937934404871, 115.81294798001737, 34.248823486823035]",0.092967613,"[131.43162535543559, 155.8706370709362, 63.31096052016742]",0.218050786,"[109.31089009271328, 134.21615160849225, 41.90547410536487]",0.291966551,"[121.80951150918177, 142.72656152499943, 53.68053785941693]",0.3144827
E:/Organized Photos/2003/2003-07-27 16-14-08.JPG,"[45.165447154471536, 46.66585365853658, 35.71422764227642]",0.016794318,"[102.06677123961344, 117.34165677463116, 31.95247583517044]",0.164819315,"[176.9642886328348, 170.4416115060881, 117.15273351311599]",0.165252998,"[126.31780602171773, 139.1350567620928, 56.34768838433691]",0.319255025,"[149.76139504106496, 154.72762835234127, 85.37610447238332]",0.333878343
E:/Organized Photos/2003/2003-07-27 16-35-19.JPG,"[196.56100478468895, 198.40311004784684, 197.30502392344496]",0.069238494,"[113.35739525492177, 80.64361433619385, 69.45734477536598]",0.152766843,"[78.73005032350827, 86.27138749101366, 99.52120776419841]",0.212723118,"[124.63621837549934, 125.47483355525965, 132.52490013315582]",0.273437758,"[17.382516422435575, 17.83148054573017, 22.023749368367863]",0.291833786
E:/Organized Photos/2003/2003-07-27 20-54-35.JPG,"[69.16941451721577, 87.56327193536802, 98.73238877602742]",0.114590049,"[140.72071805201747, 39.47669547112638, 15.191582101173895]",0.142128556,"[67.72360020264307, 36.521752258765794, 26.78627193762348]",0.178397557,"[180.38885872360913, 91.37209508350371, 75.3989580594644]",0.209880542,"[227.87780046879843, 182.66557179696065, 134.93752368305434]",0.355003296
E:/Organized Photos/2003/2003-07-27 20-54-44.JPG,"[60.16132858837486, 64.17022538552789, 69.8131672597865]",0.127513246,"[168.4755028365137, 121.6534296028881, 97.91026302217638]",0.152124971,"[154.56518345042937, 43.987119437939114, 29.331772053083533]",0.217745218,"[64.4530679933665, 21.427860696517413, 13.392703150912107]",0.250028413,"[222.5654569021387, 169.11730395333768, 117.34672715489306]",0.252588152
E:/Organized Photos/2003/2003-07-27 20-55-59.JPG,"[216.26284084176814, 170.45097404698694, 146.85145098898232]",0.099753635,"[146.11652449492928, 30.920143812651677, 20.996632452382883]",0.199000746,"[133.13013548184023, 91.87454286484201, 73.11756553874574]",0.214451136,"[53.111047254948666, 34.31308954161004, 37.80401502563281]",0.234042311,"[195.36726629426343, 132.6587449163053, 89.30354103971767]",0.252752172
E:/Organized Photos/2003/2003-07-27 20-56-58.JPG,"[183.53336081689542, 166.8285818481635, 161.19363623390547]",0.079183508,"[138.18830359534812, 121.78962046421545, 115.4565028928184]",0.186281864,"[90.05471919097309, 43.59598232676122, 24.534505625873397]",0.194142666,"[109.84532949175173, 80.77268871393167, 62.56420427309028]",0.244922882,"[34.173130309077855, 29.954652159451435, 26.795299866953222]",0.295469081
E:/Organized Photos/2003/2003-07-28 18-59-07.JPG,"[201.65175718849835, 178.36193518941118, 145.02784116841624]",0.033461294,"[104.05444521019984, 78.16896393291981, 34.02458074890879]",0.132849695,"[112.66216750065846, 146.66723729259954, 177.34079536476173]",0.229425482,"[21.119308231173388, 19.527309544658497, 14.086306917688267]",0.282817098,"[58.39279474951603, 49.49199678927235, 18.708673686198598]",0.321446431
E:/Organized Photos/2003/2003-07-28 19-02-05.JPG,"[203.78955588810112, 182.6059416627825, 147.74185740336415]",0.061366844,"[142.89468134396347, 78.90128772507255, 48.89016791551518]",0.06279911,"[92.41884212693219, 128.2795967120352, 158.7157595400303]",0.104758945,"[57.71885000487411, 47.09159576097708, 15.829507443356686]",0.363160625,"[24.35948907772307, 20.13353340888868, 11.489780581645904]",0.407914476
E:/Organized Photos/2003/2003-07-28 19-06-02.JPG,"[200.40111826589316, 170.19745431097684, 123.57300085680698]",0.033949995,"[116.79714735381906, 91.40063922532097, 44.60787600249091]",0.164963187,"[71.6336651356502, 58.79272644031262, 34.73900990976365]",0.204019488,"[26.99856416175779, 23.42630609874908, 17.555712626731086]",0.259250965,"[140.66050892032152, 167.0694949889836, 176.82530830194108]",0.337816364
E:/Organized Photos/2003/2003-07-28 19-06-31.JPG,"[236.95550489527577, 27.822609863827907, 25.53677054285652]",0.053493127,"[202.7673066820317, 203.58694436441937, 208.79379416699155]",0.064706903,"[116.587323847603, 137.9873443081356, 108.46947970570942]",0.259342144,"[28.30562982821261, 57.44529613037498, 26.368055310592933]",0.306717469,"[72.15683160266529, 110.45438822548523, 58.32742012168652]",0.315740356
E:/Organized Photos/2003/2003-07-28 19-23-50.JPG,"[100.51803764377831, 113.31657371906586, 122.06099686301852]",0.143230716,"[106.27352770163635, 82.51250103829219, 34.16006312816681]",0.146018275,"[32.20799467021987, 27.443704197201868, 13.260959360426382]",0.189426133,"[66.68257249158447, 55.87048957656646, 22.359829917911775]",0.216997444,"[198.08294421233717, 207.9362251167363, 204.7290898664701]",0.304327432
E:/Organized Photos/2003/2003-07-28 19-29-34.JPG,"[216.95756150151925, 214.270214642752, 212.9932372831521]",0.098526458,"[141.14098792195722, 133.02477547228247, 127.61257355218328]",0.134696014,"[66.70042542383638, 64.42116959806967, 63.601752492221706]",0.146218198,"[253.53276625569453, 253.364044729045, 253.12036063589156]",0.306616991,"[108.30143421584785, 100.84304514202158, 97.61854836200722]",0.313942339
E:/Organized Photos/2003/2003-07-28 19-48-11.JPG,"[177.1894002802301, 131.83302273746767, 106.89407216614048]",0.108069817,"[31.662299849827935, 30.362922081625058, 33.452318795582244]",0.16050547,"[203.81630474436167, 156.80333594483514, 115.54129861430926]",0.170122186,"[211.47119691692765, 176.57364174657926, 134.2556124531524]",0.194468638,"[14.601238966796666, 13.211647342800699, 13.802686972804068]",0.366833889
E:/Organized Photos/2003/2003-07-28 19-55-53.JPG,"[203.91183302768306, 1.7033097546065832, 8.138171338747714]",0.023103003,"[180.75683619167384, 145.05991102640013, 134.82852360683475]",0.201730187,"[58.52991787326417, 45.651698208936196, 41.52668586378318]",0.208146842,"[102.39125525820974, 81.5879608295785, 78.10576576870245]",0.273166803,"[207.12803978073777, 190.47698233113448, 186.71950177789117]",0.293853164
E:/Organized Photos/2003/2003-07-28 19-57-30.JPG,"[85.6162029459902, 50.902618657937815, 54.346972176759415]",0.101149481,"[249.02724252491697, 235.15548172757477, 223.08372093023257]",0.123210765,"[163.16277746158224, 154.46328969834943, 157.09447922595334]",0.150101976,"[128.8587982832618, 123.28497854077253, 126.9300429184549]",0.182617123,"[30.4002557544757, 30.247533796127147, 20.232005845816587]",0.442920655
E:/Organized Photos/2003/2003-07-28 19-58-04.JPG,"[196.83112968387513, 172.2406367292831, 160.622199528813]",0.08237892,"[64.05441025940223, 59.730616444531506, 72.23162679197462]",0.139316717,"[236.11433393946754, 225.73421504617187, 222.5229881136362]",0.24777889,"[118.43322762691842, 115.67762906990738, 123.86626234086535]",0.249422186,"[22.71621724720713, 21.59135221528681, 21.343786813149887]",0.281103286
E:/Organized Photos/2003/2003-07-29 18-12-00.JPG,"[42.72743553484919, 37.176783236622676, 33.82815055832119]",0.140219471,"[101.13797159759298, 84.06130981809517, 60.556442538827575]",0.146812285,"[185.96972034857248, 179.47542579611755, 180.06941689076993]",0.163858961,"[156.4402986291541, 146.9593067498671, 139.87391696652773]",0.229277735,"[131.4521417134893, 116.22586799611295, 100.84073758146563]",0.319831548
E:/Organized Photos/2003/2003-07-29 18-17-18.JPG,"[208.11892675852067, 206.94343727338656, 208.2364031907179]",0.116524189,"[90.0543909348442, 69.1201133144476, 66.52124645892349]",0.144580585,"[135.87850082372324, 109.69810543657331, 108.4159802306425]",0.198135446,"[167.54193138500636, 155.93932655654385, 153.37547649301143]",0.25614854,"[26.588004484304932, 27.330717488789233, 31.922926008968606]",0.28461124
E:/Organized Photos/2003/2003-07-30 09-04-51.JPG,"[58.18711965598668, 55.073333205352085, 59.859063945787305]",0.063554892,"[201.78624750240485, 186.55400817731018, 174.89261266928088]",0.065264828,"[120.15602219683994, 111.12426381270741, 98.1884555791248]",0.208564252,"[136.90003394129917, 147.96555475220515, 153.85314135657998]",0.322669217,"[96.49060893297003, 123.33740123408455, 152.17090719837017]",0.339946811
E:/Organized Photos/2003/2003-07-30 09-05-57.JPG,"[52.563259641552285, 52.92380002385316, 58.87637562207949]",0.068490203,"[202.07038659637303, 205.60977865383222, 215.1620437562024]",0.109383524,"[147.87860670056523, 147.3246110746852, 149.11099903255814]",0.158711586,"[101.6282517124384, 105.60905191729067, 110.89813968375894]",0.288510774,"[95.86365530198836, 129.33037097015097, 167.71362818083912]",0.374903913
E:/Organized Photos/2003/2003-07-30 09-06-05.JPG,"[76.61738424045488, 72.24939073923639, 66.16490658001625]",0.098804129,"[220.79538461538462, 216.24923076923082, 211.8592307692308]",0.109951781,"[172.6039094650206, 163.1687242798354, 152.67849794238685]",0.159896143,"[125.60242683797287, 114.04068522483941, 99.05995717344754]",0.225834098,"[106.4901217321892, 128.2097385751347, 149.87886649371382]",0.405513849
E:/Organized Photos/2003/2003-07-30 09-34-54.JPG,"[54.661645422943224, 40.268829663962926, 35.55851680185399]",0.094761497,"[217.0360052562418, 206.73455978975034, 198.61918528252298]",0.143804398,"[156.8204943171568, 132.54122316435146, 117.0851524445246]",0.199061188,"[180.82382939267504, 168.13521866790293, 156.18791531448]",0.22391778,"[99.99686147186148, 97.77099567099566, 95.77121212121207]",0.338455137
E:/Organized Photos/2003/2003-07-30 09-58-45.JPG,"[121.33942728605946, 141.31534551388776, 173.51968773086676]",0.144915082,"[103.93278474052447, 134.0889725261181, 159.33726133368728]",0.173056716,"[115.90152877697827, 141.68865004150493, 170.14784518538985]",0.184937678,"[113.86353572718046, 137.40492394051495, 167.57673731036223]",0.230807121,"[108.96447622088971, 136.96295639215117, 163.47905356657088]",0.266283403
E:/Organized Photos/2003/2003-07-30 10-02-51.JPG,"[149.20061728395058, 150.3858024691358, 137.00925925925924]",0.021054437,"[65.2329842931937, 72.82198952879581, 48.78337696335079]",0.093374176,"[200.61159125571933, 212.2135231316726, 211.860701576004]",0.120816079,"[26.305144761508014, 30.14101228910644, 26.465944594876067]",0.299187548,"[145.95710973724883, 115.67014425553837, 73.8840803709428]",0.465567761
E:/Organized Photos/2003/2003-07-30 10-03-28.JPG,"[203.5213209900236, 218.03750959324657, 220.83509209516512]",0.04435633,"[70.75108210436613, 79.97798026551483, 56.53006168236962]",0.107699675,"[135.77371646002848, 111.57773514516066, 75.91269111605955]",0.198438172,"[42.814488309697175, 51.13479138815923, 38.34003309370006]",0.223827118,"[25.52961911784011, 30.123561970365746, 28.18576969305198]",0.425678705
E:/Organized Photos/2003/2003-07-30 10-04-59.JPG,"[79.68666844065994, 66.83728046833417, 45.795103778605636]",0.0707467,"[134.5527320697077, 121.8233701312227, 124.17072832048882]",0.112961218,"[68.42357832428999, 70.81424846733844, 92.3632231696145]",0.244692738,"[217.41111003892058, 182.552188877095, 167.75734182508282]",0.269925672,"[180.75490938756494, 161.160130528524, 94.93339548977336]",0.301673672
E:/Organized Photos/2003/2003-07-30 10-05-17.JPG,"[204.20553309599907, 177.19901345562025, 134.70425390695715]",0.083393,"[38.54094278282468, 38.54207009346497, 36.4336973478939]",0.152026559,"[124.3619905216333, 110.08781643440798, 53.02315666429519]",0.211952097,"[165.0937064652636, 140.64525499977057, 91.75839395948331]",0.24168795,"[189.82306379381055, 209.62440434495247, 223.54797911763725]",0.310940393
E:/Organized Photos/2003/2003-07-30 10-05-53.JPG,"[241.62638580931267, 238.74002217294907, 242.71729490022176]",0.078297027,"[199.22292993630575, 197.4509114869317, 205.8007906874588]",0.202928435,"[120.71111111111112, 99.65533333333333, 65.29844444444443]",0.203230902,"[38.66207140332273, 34.48462354188758, 35.73842347119123]",0.249613069,"[173.23282887077997, 142.0720106436055, 99.16164975885579]",0.265930567
E:/Organized Photos/2003/2003-07-30 10-06-29.JPG,"[219.09057620114953, 179.33089829085816, 137.27380392373865]",0.137624087,"[191.0136035027842, 209.93013577972286, 220.15754873134654]",0.148542111,"[143.23839086927782, 178.35020062143698, 213.68013113791497]",0.2080257,"[106.53147394767515, 104.16856219647747, 105.37540730111908]",0.235343362,"[155.5076582619949, 135.55260041919948, 72.0524595721115]",0.270464741
E:/Organized Photos/2003/2003-07-30 10-07-08.JPG,"[188.92737835875096, 173.1917211328976, 110.21786492374727]",0.098581992,"[71.78579676674364, 67.54618937644342, 7.4226327944572725]",0.136673031,"[146.14059531348954, 134.9759341355288, 68.90753641545282]",0.227501932,"[98.4671641791045, 92.59223880597015, 24.178208955223884]",0.247679445,"[120.88173207036539, 111.35669824086602, 43.764817320703656]",0.289563599
