"YEAR","THEME","TOTAL_SETS","TOTAL_PIECES","MEAN_PIECES","TOTAL_PRICE","MEAN_PRICE","MEAN_VALNEW","MEAN_VALUSED","PPP"
2019,"Hidden Side",11,4696,426.909090909091,439.92,54.99,36.4754545454545,36.0011111111111,0.093679727427598
2019,"Ideas",5,6515,1303,469.95,93.99,106.224,89.742,0.0721335379892556
2019,"Jurassic World",7,4921,703,479.95,95.99,91.7128571428571,91.0633333333333,0.0975309896362528
2019,"Marvel Super Heroes",21,6776,322.666666666667,709.83,41.7547058823529,79.4305,31.1983333333333,0.104756493506494
2019,"Minecraft",9,2571,285.666666666667,234.92,29.365,31.4955555555556,20.7144444444444,0.0913730066122131
2019,"Miscellaneous",8,1411,176.375,14.99,14.99,154.085,228.9,0.0106236711552091
2019,"Ninjago",48,10341,198.865384615385,959.71,33.0934482758621,26.4465384615385,21.0354166666667,0.0928063049995165
2019,"Originals",3,89,29.6666666666667,239.98,119.99,3.5,NA,2.69640449438202
2019,"Overwatch",8,3139,392.375,314.92,39.365,44.7775,32.335,0.100324944249761
2019,"Powered Up",1,7,7,13.99,13.99,21.1,16.99,1.99857142857143
2019,"Seasonal",8,2543,317.875,79.95,15.99,67.78875,75.1283333333333,0.0314392449862367
2019,"Speed Champions",6,1754,292.333333333333,139.94,23.3233333333333,27.7533333333333,21.335,0.0797833523375143
2019,"Star Wars",51,21927,421.673076923077,2648.64,73.5733333333333,56.9017307692308,53.786,0.120793542208236
2019,"Stranger Things",1,2287,2287,199.99,199.99,223.43,186.29,0.0874464363795365
2019,"Technic",14,15264,1090.28571428571,1664.86,118.918571428571,104.082857142857,79.8035714285714,0.109071016771488
2019,"The LEGO Movie 2",36,14948,415.222222222222,1519.7,50.6566666666667,43.3680555555556,37.288,0.101665774685577
2019,"Toy Story",6,834,139,159.94,26.6566666666667,22.0383333333333,17.6383333333333,0.191774580335731
2019,"Xtra",3,73,24.3333333333333,13.97,4.65666666666667,6.72,6.78,0.191369863013699
2020,"Architecture",3,2770,923.333333333333,219.97,73.3233333333333,68.18,52.2,0.0794115523465704
2020,"Art",4,12847,3211.75,479.96,119.99,109.09,90.1866666666667,0.0373596948703978
2020,"Brick Sketches",4,607,151.75,67.96,16.99,20.5375,16.15,0.111960461285008
2020,"BrickHeadz",12,2369,197.416666666667,130.89,11.8990909090909,16.9775,12.61,0.0552511608273533
2020,"City",55,11395,203.482142857143,1512.63,40.8818918918919,23.2313461538462,21.5187878787879,0.132745063624397
2020,"Classic",6,3827,637.833333333333,189.94,31.6566666666667,22.27,9.7,0.0496315651946695
2020,"Collectable Minifigures",52,813,15.6346153846154,257.5,5.15,5.60632653061224,4.66816326530612,0.316728167281673
2020,"Creator",20,4987,249.35,394.86,28.2042857142857,18.8795,17.346,0.0791778624423501
2020,"Creator Expert",8,24449,3056.125,1769.92,221.24,208.075,179.16,0.0723923268845352
2020,"DC Comics Super Heroes",10,4018,401.8,389.95,77.99,36.706,44.9814285714286,0.0970507715281234
2020,"Disney",21,3893,185.380952380952,524.86,37.49,24.6285714285714,30.6636363636364,0.134821474441305
2020,"Dots",20,3529,176.45,187.82,10.4344444444444,10.1545,6.60333333333333,0.05322187588552
2020,"Duplo",23,1060,46.0869565217391,703.77,30.5986956521739,25.5821739130435,12.0833333333333,0.663933962264151
2020,"Education",12,4646,387.166666666667,864.8,216.2,161.123,NA,0.186138613861386
2020,"Friends",58,9830,169.48275862069,1169.55,25.99,19.619298245614,20.1405263157895,0.118977619532045
2020,"Harry Potter",10,9854,985.4,814.91,90.5455555555556,82.272,59.346,0.0826983965902172
2020,"Hidden Side",17,4702,276.588235294118,449.89,40.8990909090909,32.0635294117647,31.3169230769231,0.0956805614632071
2020,"Ideas",6,11369,1894.83333333333,929.94,154.99,166.485,129.801666666667,0.0817961122350251
2020,"Jurassic World",12,1556,129.666666666667,199.96,49.99,24.1163636363636,16.6488888888889,0.128508997429306
2020,"Marvel Super Heroes",25,7489,299.56,789.79,37.6090476190476,38.2464,32.5542857142857,0.105460008011751
2020,"Mindstorms",2,1315,657.5,359.99,359.99,164.645,109.465,0.273756653992395
2020,"Minecraft",13,3659,281.461538461538,319.89,29.0809090909091,27.5233333333333,20.9,0.0874255261000273
2020,"Minions: The Rise of Gru",2,1012,506,69.98,34.99,30.31,20.715,0.0691501976284585
2020,"Miscellaneous",8,1620,202.5,22.97,7.65666666666667,39.024,12.65,0.014179012345679
2020,"Monkie Kid",13,10326,794.307692307692,1014.89,92.2627272727273,80.2723076923077,79.97,0.0982849118729421
2020,"Ninjago",46,11657,242.854166666667,1042.7,34.7566666666667,23.3225,21.6685185185185,0.0894484001029424
2020,"Seasonal",16,4992,312,373.86,26.7042857142857,33.136,36.423,0.0748918269230769
2020,"Speed Champions",7,2517,359.571428571429,144.94,24.1566666666667,28.9233333333333,21.895,0.0575844259038538
2020,"Star Wars",39,17629,419.738095238095,2004.71,69.1279310344828,49.4445238095238,46.0835294117647,0.113716603324068
2020,"Super Mario",19,6856,360.842105263158,794.82,44.1566666666667,43.9178947368421,36.7215789473684,0.11593057176196
2020,"Technic",14,13879,991.357142857143,1465.86,104.704285714286,82.8738461538462,66.0192307692308,0.105617119389005
2020,"Trolls World Tour",9,2392,265.777777777778,294.91,32.7677777777778,25.6488888888889,18.528,0.123290133779264
2020,"Xtra",4,126,31.5,25.96,6.49,9.4425,NA,0.206031746031746
2021,"Architecture",1,2022,2022,119.99,119.99,97.42,75.28,0.0593422354104847
2021,"Art",4,22740,5685,609.96,152.49,137.71,72.495,0.0268232189973615
2021,"Brick Sketches",2,258,129,33.98,16.99,13.395,NA,0.131705426356589
2021,"BrickHeadz",17,4536,266.823529411765,304.83,17.9311764705882,22.2376470588235,16.6375,0.0672023809523809
2021,"Bricklink",5,5750,1150,494.95,98.99,245.908,174.745,0.0860782608695652
2021,"City",58,11033,187,1407.63,38.0440540540541,20.9535185185185,18.1411764705882,0.12758361279797
2021,"Classic",6,3977,662.833333333333,174.95,34.99,30.1583333333333,NA,0.0439904450590898
2021,"Collectable Minifigures",39,546,14,179.64,4.99,5.08,4.24611111111111,0.329010989010989
2021,"Creator",35,8079,224.416666666667,507.81,26.7268421052632,20.9052777777778,20.1878571428571,0.0628555514296324
2021,"Creator Expert",18,34925,1838.15789473684,2469.86,176.418571428571,164.788888888889,142.945714285714,0.0707189692197566
2021,"DC Comics Super Heroes",12,3853,296.384615384615,464.93,66.4185714285714,35.6438461538462,51.592,0.120667012717363
2021,"Disney",25,6400,256,902.79,42.99,31.0604166666667,23.675,0.1410609375
2021,"Dots",26,6182,237.769230769231,263.77,11.4682608695652,8.7204347826087,NA,0.0426674215464251
2021,"Duplo",22,1231,55.9545454545455,829.79,39.5138095238095,31.6121052631579,13.54,0.674077985377742
2021,"Education",9,3167,351.888888888889,329.85,109.95,61.7616666666667,NA,0.104152194505841
2021,"Friends",46,12309,267.586956521739,1254.63,33.9089189189189,22.3311363636364,34.935,0.101927857665123
2021,"Harry Potter",16,10400,650,944.85,62.99,59.171875,38.6958333333333,0.0908509615384615
2021,"Ideas",6,11863,1977.16666666667,879.94,146.656666666667,160.645,120.751666666667,0.074175166484026
2021,"Jurassic World",9,1028,114.222222222222,199.96,49.99,21.9088888888889,16.0966666666667,0.194513618677043
2021,"Marvel Super Heroes",40,15941,388.80487804878,1514.67,45.8990909090909,38.5015,47.6047368421053,0.095017251113481
2021,"Minecraft",11,3974,361.272727272727,429.91,47.7677777777778,35.8590909090909,22.055,0.108180674383493
2021,"Minions: The Rise of Gru",5,645,129,109.95,21.99,19.15,15,0.17046511627907
2021,"Miscellaneous",10,2740,249.090909090909,34.99,34.99,55.725,131.14,0.0127700729927007
2021,"Monkie Kid",12,9101,758.416666666667,877.89,79.8081818181818,75.1609090909091,48.3725,0.0964608284803868
2021,"Ninjago",43,15952,354.488888888889,1289.76,53.74,28.3491111111111,47.9072727272727,0.0808525576730191
2021,"Powered Up",1,2,2,249.99,249.99,236.76,NA,124.995
2021,"Seasonal",12,5204,433.666666666667,291.93,41.7042857142857,33.7791666666667,31,0.0560972328977709
2021,"Speed Champions",6,2726,389.428571428571,189.94,31.6566666666667,29.1342857142857,11.9633333333333,0.0696771826852531
2021,"Star Wars",34,22377,621.583333333333,2339.78,106.353636363636,65.3711111111111,80.7604545454546,0.10456182687581
2021,"Super Mario",16,6578,411.125,659.86,47.1328571428571,42.2813333333333,31.01,0.100313165095774
2021,"Technic",15,14729,981.933333333333,1529.86,109.275714285714,88.646,62.1035714285714,0.103867200760405
2021,"Vidiyo",39,4009,102.794871794872,489.75,19.59,15.1366666666667,6.86705882352941,0.122162634073335
2021,"Xtra",2,71,35.5,7.98,3.99,6.11,NA,0.112394366197183
2022,"Architecture",1,827,827,59.99,59.99,54.29,NA,0.0725392986698912
2022,"Art",2,7612,3806,239.98,119.99,105.49,NA,0.0315265370467683
2022,"Brick Sketches",2,414,207,33.98,16.99,NA,NA,0.0820772946859903
2022,"BrickHeadz",10,2487,248.7,189.9,18.99,24.415,13.335,0.076357056694813
2022,"Bricklink",5,11357,2271.4,944.95,188.99,NA,NA,0.0832041912476887
2022,"City",30,9443,314.766666666667,1269.77,55.2073913043478,33.3692307692308,21.325,0.134466800804829
2022,"Classic",4,2073,518.25,59.97,19.99,24.99,NA,0.0289290882778582
2022,"Collectable Minifigures",13,226,17.3846153846154,59.88,4.99,5.505,5.02181818181818,0.264955752212389
2022,"Creator",19,3392,178.526315789474,212.88,17.74,13.7153333333333,16,0.0627594339622641
2022,"Creator Expert",7,13462,1923.14285714286,819.96,204.99,200.574,NA,0.0609092259693953
2022,"DC Comics Super Heroes",4,1228,245.6,124.97,41.6566666666667,27.062,NA,0.101767100977199
2022,"Disney",10,2315,231.5,334.91,37.2122222222222,25.512,NA,0.144669546436285
2022,"Dots",11,3545,322.272727272727,175.9,17.59,8.97571428571429,NA,0.0496191819464034
2022,"Duplo",13,469,36.0769230769231,299.91,33.3233333333333,10.29,NA,0.639466950959488
2022,"Friends",18,7795,433.055555555556,669.87,51.5284615384615,34.4673333333333,NA,0.0859358563181527
2022,"Harry Potter",11,6308,573.454545454545,679.89,61.8081818181818,39.785,NA,0.107782181357007
2022,"Horizon",1,1222,1222,79.99,79.99,NA,NA,0.0654582651391162
2022,"Ideas",2,3710,1855,269.98,134.99,171.14,129.99,0.0727708894878706
2022,"Jurassic World",13,3959,304.538461538462,399.92,49.99,5.28333333333333,NA,0.101015407931296
2022,"Marvel Super Heroes",16,3621,226.3125,394.87,30.3746153846154,29.1015384615385,NA,0.10904998619166
2022,"Minecraft",8,1738,217.25,174.94,29.1566666666667,19.7075,NA,0.100655926352129
2022,"Miscellaneous",2,1510,755,0,NA,4.01,NA,0
2022,"Monkie Kid",8,6796,849.5,614.93,87.8471428571429,73.864,58.99,0.0904841082989994
2022,"Ninjago",18,5318,295.444444444444,479.87,36.9130769230769,22.2125,NA,0.0902350507709665
2022,"Overwatch",1,901,901,0,NA,NA,NA,0
2022,"Seasonal",6,3682,613.666666666667,25.98,12.99,44.6833333333333,32.22,0.00705594785442694
2022,"Speed Champions",6,2052,342,129.95,25.99,24.05,17.99,0.0633284600389863
2022,"Star Wars",19,7052,371.157894736842,749.85,49.99,38.0623076923077,25.03,0.106331537152581
2022,"Super Mario",13,5489,422.230769230769,579.88,48.3233333333333,38.7166666666667,NA,0.105644015303334
2022,"Technic",13,8486,652.769230769231,925.88,77.1566666666667,73.7918181818182,159.59,0.109106764082017
