Path,RGB_4,Percent-4,RGB_3,Percent-3,RGB_2,Percent-2,RGB_1,Percent-1
E:/Organized Photos/2021/2021-09-06 14-25-13.jpg,"[122.88555394073477, 125.84421065644281, 126.23698295140251]",0.130164291,"[106.25999162974183, 60.55135709393986, 38.15826372751598]",0.14367927,"[31.872673286591485, 22.670490603855974, 23.396062695155965]",0.157722676,"[211.3008486578548, 195.20528801762788, 179.19390489293403]",0.568433763
E:/Organized Photos/2021/2021-09-06 14-25-14.jpg,"[44.67298578199051, 28.025803054239077, 24.669299631384945]",0.150864102,"[174.9504249291785, 143.46175637393767, 120.32813975448538]",0.17442397,"[145.30419354838708, 79.02032258064516, 44.20516129032258]",0.251026592,"[223.33011023012955, 209.76406884548442, 196.00599497195898]",0.423685335
E:/Organized Photos/2021/2021-09-06 14-25-17.jpg,"[46.420364637082905, 29.678706570347437, 25.207774337805297]",0.187163899,"[164.8203788373612, 138.6698236446767, 119.21652514696278]",0.201312204,"[139.65569510610658, 77.86054569077523, 45.88414898224342]",0.303400262,"[226.65661009847054, 217.2960402262727, 205.71967316153354]",0.308123635
E:/Organized Photos/2021/2021-09-06 14-25-44.jpg,"[181.2987073180909, 159.9936640510211, 143.23391563500886]",0.154920359,"[52.10802128764644, 32.25951789741799, 26.30346279998006]",0.203486772,"[229.49811799139974, 222.36353179239475, 215.49021656649316]",0.239661166,"[150.42779010084635, 87.47390940843891, 55.42156889072691]",0.401931702
E:/Organized Photos/2021/2021-09-06 14-25-46.jpg,"[186.69422060573464, 163.9381826693008, 146.63211466687574]",0.151832791,"[53.22696053738331, 32.89040905885294, 27.59129024926846]",0.205536922,"[230.47682623697398, 222.99609297036872, 215.49429651269796]",0.257725563,"[154.52869923328024, 90.8351618089294, 58.62860091645335]",0.384904724
E:/Organized Photos/2021/2021-09-06 14-25-52.jpg,"[42.10588126081247, 27.98438499514753, 26.340178066585004]",0.168315841,"[163.2800494250742, 138.52068025456254, 121.07607277602143]",0.189033122,"[139.62314453053406, 76.97845395259287, 45.12419593268867]",0.290664925,"[226.33680829421573, 216.3993511547244, 205.9198081618885]",0.351986112
E:/Organized Photos/2021/2021-09-06 14-27-07.jpg,"[14.394222833562589, 115.43246217331489, 188.6917469050895]",0.029844331,"[139.58443979105783, 115.44246036311756, 99.0246910739352]",0.176098405,"[48.08506990473159, 30.075030489421476, 24.938331830956006]",0.232814813,"[212.67751324291294, 196.4765411257933, 181.87626608068004]",0.561242451
E:/Organized Photos/2021/2021-09-06 14-27-17.jpg,"[107.42711457417809, 105.16644298423675, 104.85550438046108]",0.12604808,"[182.4619852976292, 164.52389956065966, 150.06647554977133]",0.164062418,"[59.30260765534573, 31.428788084008378, 22.21020907465458]",0.243040465,"[213.2589809114184, 198.9423169967775, 186.58819197089636]",0.466849037
E:/Organized Photos/2021/2021-09-06 14-27-20.jpg,"[15.499358151476253, 114.22849807445442, 184.18100128369704]",0.02416088,"[142.65528089887638, 119.20337078651683, 103.06853932584268]",0.138525969,"[65.01108944674625, 34.587740677553, 23.694735559346814]",0.262098647,"[211.38199792451798, 196.09050193893714, 182.3954339395925]",0.575214504
E:/Organized Photos/2021/2021-09-06 14-27-24.jpg,"[38.007146503318026, 24.33792751403778, 21.86166411434406]",0.160475866,"[143.23058933582791, 130.56782039289055, 120.24602432179607]",0.168762663,"[113.78018728437657, 59.277476589452945, 33.458353868900936]",0.172232261,"[219.36303148328463, 203.93995456020772, 188.79584550470625]",0.49852921
E:/Organized Photos/2021/2021-09-06 14-27-34.jpg,"[12.27536231884058, 114.03768115942029, 185.58550724637684]",0.027339731,"[139.38775510204084, 114.97397959183675, 98.55969387755101]",0.15872737,"[58.161235573659184, 32.93923964697894, 24.5244399185336]",0.237620366,"[210.68964047179193, 194.42248117095352, 180.28676993036808]",0.576312532
E:/Organized Photos/2021/2021-09-06 14-29-18.jpg,"[104.56620762711866, 76.05455508474577, 61.26324152542373]",0.127983244,"[132.11439756415834, 130.07307525010873, 125.64114832535886]",0.145622471,"[38.717233888486604, 25.857349746560462, 24.163287472845763]",0.176613629,"[209.45820948757583, 193.93425276423733, 178.93116157412916]",0.549780657
E:/Organized Photos/2021/2021-09-06 14-29-22.jpg,"[15.212765957446809, 113.20775969962453, 181.52816020025026]",0.029981871,"[134.30783505154636, 109.99463917525773, 93.73958762886599]",0.178217366,"[49.1170778906628, 29.647960006450575, 23.906305434607326]",0.221424126,"[210.0805798202304, 194.0892518040258, 179.43189011267245]",0.570376636
E:/Organized Photos/2021/2021-09-10 11-09-31.jpg,"[103.27683952086903, 99.02788730997213, 100.45046251518993]",0.128699324,"[19.013089760001858, 16.141969115086088, 23.26293695002827]",0.136480822,"[64.27168040694609, 59.69439572004908, 60.62018944044907]",0.179721291,"[191.96704290994336, 186.90293264894424, 184.04837291617454]",0.555098563
E:/Organized Photos/2021/2021-09-11 12-48-14.jpg,"[208.56542268280188, 185.26196642840472, 165.01925146652567]",0.104146655,"[181.90139073935913, 121.2651250429079, 95.68396143541075]",0.136114539,"[87.20731350699106, 68.25875146095123, 61.55734203988934]",0.289072096,"[32.51552166686403, 22.060725984397642, 20.836773705872425]",0.47066671
E:/Organized Photos/2021/2021-09-12 12-43-28.jpg,"[249.88625336927228, 251.81778975741244, 251.9035040431267]",0.136910995,"[128.56299376299378, 119.0029106029106, 116.54844074844075]",0.176202893,"[54.54868121133184, 44.10778248127646, 40.81309019863237]",0.244475906,"[89.26299949841162, 73.36365156328372, 69.91857548904864]",0.442410206
E:/Organized Photos/2021/2021-09-12 16-36-18.jpg,"[200.9615994413586, 90.44630177053392, 146.66043190773405]",0.149630748,"[144.12999192351364, 142.81787027729334, 83.36326346883894]",0.205035969,"[40.25386154818879, 53.89662680593253, 30.049988892411992]",0.283231749,"[83.11116684224352, 95.90866928906459, 59.21935977384329]",0.362101534
E:/Organized Photos/2021/2021-09-12 16-36-19.jpg,"[202.2378014732211, 87.38735894570081, 147.06800036247907]",0.144496311,"[152.05685627110125, 149.2626233072248, 85.99309648864346]",0.18315677,"[40.478778790086096, 53.50646998884212, 28.831596245646782]",0.326346405,"[84.79264402943251, 100.55560700308777, 60.782374412283325]",0.346000514
E:/Organized Photos/2021/2021-09-16 12-46-57.jpg,"[225.03546099290784, 44.41468502294535, 50.25740508969546]",0.155158779,"[112.80366161616162, 123.17424242424244, 105.93623737373738]",0.199069727,"[27.32023681377825, 32.21689989235737, 18.896663078579113]",0.252147092,"[61.491692712617194, 73.73646981411413, 58.21138345122552]",0.393624401
E:/Organized Photos/2021/2021-09-16 12-46-59.jpg,"[229.12625098153805, 45.74295048045904, 53.374266721652006]",0.144430453,"[136.8811988725469, 147.94370505375886, 131.6935143192184]",0.200785498,"[37.39194242725417, 44.50119284584569, 26.650588519299]",0.267557785,"[80.05593697667395, 94.58338766986114, 75.00696856534951]",0.387226264
E:/Organized Photos/2021/2021-09-16 12-47-03.jpg,"[115.12616640919815, 123.92456658036286, 108.08089565962688]",0.158676602,"[221.0538058925012, 37.17794501173375, 46.35382931476348]",0.175907226,"[32.55832656604419, 38.69102997475771, 25.11736439752455]",0.242479148,"[68.01594750415683, 81.80882006400999, 63.718164842355755]",0.422937023
E:/Organized Photos/2021/2021-09-16 13-03-01.jpg,"[119.38584944467298, 108.31756478815304, 86.73591114767586]",0.151722644,"[184.84375, 166.6320382882883, 137.1542792792793]",0.222599495,"[41.957182320441994, 38.32817679558011, 30.730662983425425]",0.237768241,"[192.12037519541434, 184.95501129060276, 185.24874066354005]",0.38790962
E:/Organized Photos/2021/2021-09-16 13-03-06.jpg,"[142.56676979355154, 127.17824411884877, 118.2345942054365]",0.130192914,"[198.53463290583431, 199.64480689364962, 207.37096361075038]",0.1378486,"[51.039497286022204, 50.42699721298732, 42.2399518553791]",0.217946491,"[83.65719785304464, 78.13186501326427, 67.03508668023937]",0.514011995
E:/Organized Photos/2021/2021-09-17 19-44-10.jpg,"[222.30464824120608, 214.16991206030158, 186.32663316582918]",0.11951634,"[216.5864574731627, 173.011230388109, 109.4388109000826]",0.23356903,"[157.71569079452894, 93.21330874442909, 25.787305978177347]",0.245230451,"[66.82809339952199, 62.49540356683212, 65.76760433903293]",0.401684179
E:/Organized Photos/2021/2021-09-18 16-37-22.jpg,"[215.0895117540687, 195.93128390596743, 177.99638336347195]",0.088535433,"[42.655127367733506, 38.13716525146962, 37.21685173089484]",0.131728989,"[144.8113394404555, 82.74052983411737, 59.86234216390194]",0.321590471,"[178.45848182466142, 115.37401995723451, 93.71650035637919]",0.458145107
E:/Organized Photos/2021/2021-09-18 16-37-23.jpg,"[200.66923076923078, 181.8015384615384, 166.9438461538461]",0.10414157,"[28.179795550210464, 26.220084185207455, 25.984966927239928]",0.139134772,"[117.72786759045418, 72.0535026943803, 56.436874518860655]",0.212041843,"[172.66240523264457, 105.79455923888807, 83.35647391110453]",0.544681815
E:/Organized Photos/2021/2021-09-18 16-37-24.jpg,"[222.05014484559715, 217.15317584022097, 215.32147942206976]",0.071662481,"[43.88023646781558, 31.147672938483492, 26.416355571719443]",0.103676048,"[177.57657663512654, 150.66972938546422, 129.52631537901644]",0.142427134,"[155.745030424262, 89.1554800622753, 64.51175158577891]",0.682234338
E:/Organized Photos/2021/2021-09-18 16-41-03.jpg,"[194.85690862128172, 164.69409081427452, 104.67915603219808]",0.103806125,"[194.76241852501533, 60.67717033247518, 32.30398282597713]",0.169727005,"[33.34032564022224, 27.91037558813633, 18.197554574563465]",0.341957872,"[94.57496489302254, 65.67701456059329, 51.36004639506263]",0.384508997
E:/Organized Photos/2021/2021-09-18 16-41-09.jpg,"[199.4467005076142, 181.0160744500846, 141.33925549915404]",0.077916516,"[194.14675220529267, 67.37610264635123, 36.74178027265437]",0.083357118,"[32.847602739726035, 31.275, 18.700684931506853]",0.198336998,"[81.51723104584957, 60.51123763859754, 51.12076715612827]",0.640389369
E:/Organized Photos/2021/2021-09-19 09-32-55.jpg,"[58.371252434665806, 77.68345094565127, 46.864447505263726]",0.075864234,"[173.778398935702, 155.1327366092075, 140.26406668840312]",0.289795393,"[203.74056596627784, 185.2559543106441, 173.91223129478402]",0.306662441,"[140.1802111847632, 120.11408965718671, 102.59891289802083]",0.327677932
E:/Organized Photos/2021/2021-09-20 20-15-29.jpg,"[221.21627502175804, 204.10879025239342, 186.6827676240209]",0.158572442,"[29.05763239875389, 19.104361370716507, 15.577881619937694]",0.187184813,"[161.24274888946954, 119.57434021426702, 78.1933629474784]",0.266986627,"[84.66897040581249, 62.030125819599505, 50.57097288676236]",0.387256118
E:/Organized Photos/2021/2021-09-25 10-40-18.jpg,"[221.91083916083917, 222.3146853146853, 221.29195804195805]",0.093816925,"[156.29132791327913, 148.9981933152665, 144.6955736224029]",0.1855495,"[41.14231084403169, 30.252936356186833, 27.296093963397972]",0.285633008,"[108.75403302334408, 89.95350161320933, 80.68836591383565]",0.435000568
E:/Organized Photos/2021/2021-09-25 10-40-27.jpg,"[208.16538238488556, 213.78715632779748, 215.7805688433776]",0.056898483,"[46.174838766258375, 27.329377597279954, 16.6669106535701]",0.26682522,"[166.11311123883797, 137.15289718423654, 107.66464232889071]",0.296571787,"[122.37692336870487, 81.25271637601637, 53.00371397684298]",0.37970451
E:/Organized Photos/2021/2021-09-25 12-12-33.jpg,"[34.203065500628576, 22.74945591084112, 20.359595766335293]",0.114476385,"[175.9093524858425, 144.7549811788624, 122.89499480603656]",0.136739992,"[216.9813319028137, 198.43475199383371, 184.24508305167663]",0.328517118,"[84.06369666817407, 69.73008573101842, 85.0724444502426]",0.420266506
E:/Organized Photos/2021/2021-09-25 12-12-34.jpg,"[35.21264767199444, 23.17442668519806, 21.794301598332176]",0.11644091,"[182.26801310043666, 151.71670305676855, 128.5234716157205]",0.14255229,"[218.39226375908618, 200.30919003115264, 186.9286085150571]",0.315460854,"[85.29273959341724, 70.16553727008714, 84.78683446272991]",0.425545947
E:/Organized Photos/2021/2021-09-27 12-13-28.jpg,"[50.09913378248316, 53.65255052935515, 55.81616939364774]",0.073758231,"[138.3759375937594, 139.01350135013502, 138.0]",0.255841988,"[203.53876786132582, 203.8128367299133, 203.06980557507612]",0.326646173,"[170.12738171697708, 170.45493470348958, 169.41468636266322]",0.343753609
E:/Organized Photos/2021/2021-09-27 12-13-47.jpg,"[33.28284671532847, 35.81386861313869, 37.33576642335766]",0.043859852,"[90.93045897079277, 94.52712100139081, 96.25591098748261]",0.06020003,"[158.1232281232281, 149.23814023814026, 148.14855414855418]",0.433247561,"[196.3631762652705, 196.6193717277487, 195.87294938917975]",0.462692557
E:/Organized Photos/2021/2021-09-29 12-11-57.jpg,"[188.800756928336, 199.32328165059218, 215.62336711024292]",0.215005157,"[41.99522564510628, 43.21780152324658, 49.32692963510287]",0.221647291,"[95.9711709926689, 98.14840499306521, 104.85793540717258]",0.25740685,"[112.8795435333897, 141.20735418427728, 181.37633136094675]",0.305940702
E:/Organized Photos/2021/2021-09-29 12-12-02.jpg,"[12.26616816631526, 14.560014351628503, 21.97024252888653]",0.070782861,"[61.82199094020459, 65.43541672182072, 74.82540864583311]",0.212366544,"[177.6366225741555, 188.26490400467455, 205.3703467255148]",0.229566248,"[103.39624355640167, 138.25544541965235, 184.3998487180868]",0.487284348
E:/Organized Photos/2021/2021-10-01 12-03-35.jpg,"[197.11504728341535, 191.79963133740335, 176.97699018223727]",0.143273209,"[115.20572994623559, 109.75706327158646, 92.1864365428135]",0.172598298,"[40.05012584431244, 42.45702398379797, 49.46733367821251]",0.282111248,"[89.07574196937499, 142.7670851557196, 216.63941080209008]",0.402017245
E:/Organized Photos/2021/2021-10-01 12-03-44.jpg,"[25.262438473837676, 27.16346364861902, 32.933912280151766]",0.129366195,"[72.28307842555927, 73.57941089272933, 74.20550740307978]",0.226998332,"[193.85219357482126, 186.95813162966442, 168.61011882179767]",0.262989749,"[84.59704423207478, 137.65511514961625, 210.25249360279926]",0.380645724
E:/Organized Photos/2021/2021-10-01 19-08-27.jpg,"[35.469058295964125, 28.791928251121078, 25.417937219730938]",0.095916612,"[104.11381367599817, 81.9219825608077, 70.77512620468104]",0.18944927,"[185.00706150341685, 172.4767653758542, 170.88109339407742]",0.344596157,"[154.21568201563858, 127.4409209383145, 111.99326672458731]",0.37003796
E:/Organized Photos/2021/2021-10-01 19-08-34.jpg,"[58.891066467729175, 48.414263922369734, 43.70482710818889]",0.130758824,"[210.68682712501047, 206.56060480134485, 211.142984733591]",0.148662551,"[145.78963797085532, 117.0831008124553, 101.18814905565206]",0.311996915,"[188.1741123327691, 167.48156045547165, 156.3721944781357]",0.40858171
E:/Organized Photos/2021/2021-10-01 19-08-38.jpg,"[41.283356258596974, 33.37964236588721, 27.66024759284732]",0.060764053,"[130.67358041482493, 96.86263175790548, 73.07310438626315]",0.238513847,"[171.75663593182455, 166.0385582564962, 162.96591226599605]",0.289775464,"[177.04046816107916, 141.13806784368182, 108.4632017456854]",0.410946637
E:/Organized Photos/2021/2021-10-02 17-46-47.jpg,"[85.44973362530263, 72.32397761776652, 64.71654478709188]",0.223872217,"[147.22973800108568, 119.35464352900561, 97.54730898540625]",0.234483835,"[198.23222106951815, 168.7990039649203, 142.5152901980992]",0.259867735,"[29.875325064560037, 27.859457115020295, 30.35403061945168]",0.281776214
E:/Organized Photos/2021/2021-10-02 17-46-53.jpg,"[210.25555295732903, 181.85235160557926, 156.26177160573013]",0.183227221,"[109.63154350384873, 91.04218058219014, 78.1593037874667]",0.222887207,"[171.463552992004, 141.1016493761969, 117.34230722029547]",0.222932151,"[33.82116422332786, 32.69127855197891, 38.3948869568182]",0.370953421
E:/Organized Photos/2021/2021-10-03 14-50-28.jpg,"[185.53482704436573, 159.27204529615207, 144.47550137871062]",0.096374097,"[85.52261418503541, 49.99135058799435, 37.40646816429216]",0.279455248,"[221.41837525580868, 215.68591208581793, 209.7385101320745]",0.292802668,"[121.95561959870086, 80.54075986858949, 63.049654803839445]",0.331367988
E:/Organized Photos/2021/2021-10-09 13-56-08.jpg,"[180.55451356207735, 178.03025272836246, 168.73343808582982]",0.11692062,"[46.62080145052872, 36.44858773038772, 29.561211657462078]",0.228040589,"[142.02907395444825, 123.84495244040794, 102.89385858028763]",0.265803548,"[101.23343840319664, 79.47457373964606, 61.52300981514158]",0.389235242
E:/Organized Photos/2021/2021-10-09 14-10-30.jpg,"[43.72071852789406, 34.366809463538104, 32.56051017427712]",0.141899772,"[82.69928137092315, 74.48777716356484, 70.4210429334808]",0.224864444,"[178.48452287767722, 149.0980810740292, 132.3492967100738]",0.2820385,"[118.69641522809577, 110.43766405456678, 103.67340447952787]",0.351197284
E:/Organized Photos/2021/2021-10-09 14-32-06.jpg,"[115.25431225121629, 109.21760283060594, 106.03449800973021]",0.172671374,"[66.49547131834954, 62.08856088560886, 61.07111707480711]",0.257586874,"[201.01364799545064, 187.13647995450665, 175.92664202445263]",0.279570234,"[25.026353074525364, 20.86511759705299, 20.017852082742987]",0.290171518
